region,country,ico_member,calendar_year,imports_1k_bags,imports_kg,imports_lb
Europe,Cyprus,member,2000.0,68.5379972,4112279.832000001,9066025.14500472
Europe,Czechia,member,2000.0,808.9423769,48536542.614,107004759.83321093
Europe,Denmark,member,2000.0,1021.7982959,61307897.754,135160778.2865352
Europe,Estonia,member,2000.0,105.3046037,6318276.222,13929414.690118153
Europe,Finland,member,2000.0,1063.1109996,63786659.975999996,140625513.55534357
Europe,France,member,2000.0,6520.0085794,391200514.76399994,862449504.5280792
Europe,Germany,member,2000.0,13894.5395181,833672371.0860001,1837932968.5075235
Europe,Greece,member,2000.0,798.3858564,47903151.383999996,105608371.19907153
Europe,Hungary,member,2000.0,790.2066673,47412400.038,104526449.67997661
Europe,Ireland,member,2000.0,154.6881905,9281291.43,20461745.046560537
Europe,Italy,member,2000.0,6314.874691,378892481.46,835314935.8755977
Europe,Latvia,member,2000.0,181.0516991,10863101.946,23949040.293614358
Europe,Lithuania,member,2000.0,212.6624974,12759749.844,28130433.15522941
Europe,Luxembourg,member,2000.0,231.7700387,13906202.321999999,30657928.223104194
Europe,Malta,member,2000.0,9.2018914,552113.4839999999,1217201.876654818
Europe,Netherlands,member,2000.0,2965.800776,177948046.56,392308288.9601931
Europe,Poland,member,2000.0,2576.3767635,154582605.81,340796309.71324724
Europe,Portugal,member,2000.0,811.4328957,48685973.742,107334199.0784083
Europe,Romania,member,2000.0,551.5569948,33093419.688,72958501.67854097
Europe,Slovakia,member,2000.0,285.9653534,17157921.204,37826741.23025819
Europe,Slovenia,member,2000.0,186.7730369,11206382.214,24705843.738081887
Europe,Spain,member,2000.0,3768.2017865,226092107.19,498447774.13280904
Europe,Sweden,member,2000.0,1344.167892,80650073.52,177802976.53605765
Asia & Oceania,Japan,member,2000.0,6908.0089057,414480534.342,913773162.326849
Europe,Norway,member,2000.0,662.237694,39734261.64,87599052.07405068
Europe,Russian Federation,member,2000.0,1890.4529068,113427174.40799999,250064114.63240218
Europe,Switzerland,member,2000.0,1171.4829972,70288979.832,154960675.00438562
Africa,Tunisia,member,2000.0,192.4495529,11546973.173999999,25456718.273295492
Europe,United Kingdom,member,2000.0,3012.4008235,180744049.41,398472420.0940601
North America,United States of America,member,2000.0,23766.839355,1426010361.3,3143814701.5144715
Europe,Austria,member,2001.0,1432.4135883,85944815.298,189475884.03669074
Europe,Belgium,member,2001.0,3208.6271807,192517630.842,424428724.05924046
Europe,Bulgaria,member,2001.0,354.9049957,21294299.742,46945894.92766782
Europe,Croatia,member,2001.0,352.088997,21125339.82,46573402.06144061
Europe,Cyprus,member,2001.0,59.0464969,3542789.814,7810514.568404153
Europe,Czechia,member,2001.0,899.2526326,53955157.956,118950761.79528761
Europe,Denmark,member,2001.0,1102.9635947,66177815.682000004,145897109.5171569
Europe,Estonia,member,2001.0,160.8885019,9653310.114,21281905.8530578
Europe,Finland,member,2001.0,1084.0628371,65043770.22600001,143396967.25065312
Europe,France,member,2001.0,6752.7436677,405164620.062,893235086.9619455
Europe,Germany,member,2001.0,14753.265918,885195955.0799999,1951523027.3394842
Europe,Greece,member,2001.0,867.6429518,52058577.108,114769516.75361936
Europe,Hungary,member,2001.0,833.2209675,49993258.050000004,110216267.63701463
Europe,Ireland,member,2001.0,180.1510872,10809065.232,23829909.73151952
Europe,Italy,member,2001.0,6541.7312914,392503877.484,865322927.4650674
Europe,Latvia,member,2001.0,156.2200386,9373202.316,20664373.86503041
Europe,Lithuania,member,2001.0,267.0888845,16025333.069999998,35329811.80880291
Europe,Luxembourg,member,2001.0,209.7060786,12582364.716,27739365.88926085
Europe,Malta,member,2001.0,9.3984609,563907.654,1243203.5706427626
Europe,Netherlands,member,2001.0,2793.6838743,167621032.45799997,369541120.05475986
Europe,Poland,member,2001.0,2719.3939907,163163639.442,359714250.5772101
Europe,Portugal,member,2001.0,843.3808957,50602853.742,111560196.08978012
Europe,Romania,member,2001.0,633.171995,37990319.7,83754318.22193371
Europe,Slovakia,member,2001.0,317.0047673,19020286.038,41932552.87343251
Europe,Slovenia,member,2001.0,194.1829787,11650978.722000001,25686011.257214203
Europe,Spain,member,2001.0,4057.6291818,243457750.908,536732465.1164992
Europe,Sweden,member,2001.0,1432.1803929,85930823.574,189445037.56544167
Asia & Oceania,Japan,member,2001.0,6996.1979286,419771875.71599996,925438573.2199001
Europe,Norway,member,2001.0,716.2465941,42974795.646,94743206.65055248
Europe,Russian Federation,member,2001.0,3056.870014,183412200.84,404354687.0951596
Europe,Switzerland,member,2001.0,1254.5376794,75272260.76399998,165946928.87810653
Africa,Tunisia,member,2001.0,232.9997304,13979983.824000001,30820588.59148747
Europe,United Kingdom,member,2001.0,3061.8273836,183709643.016,405010434.8450615
North America,United States of America,member,2001.0,21415.1411506,1284908469.036,2832738277.8434157
Europe,Austria,member,2002.0,1447.2073888,86832443.32800001,191432768.87141693
Europe,Belgium,member,2002.0,3792.172778,227530366.68,501618593.5405535
Europe,Bulgaria,member,2002.0,343.4319971,20605919.825999998,45428276.992427014
Europe,Croatia,member,2002.0,370.9149955,22254899.729999997,49063655.39176145
Europe,Cyprus,member,2002.0,56.6288971,3397733.8260000004,7490720.8558245525
Europe,Czechia,member,2002.0,887.8802292,53272813.752000004,117446450.32726099
Europe,Denmark,member,2002.0,1075.8004931,64548029.586,142304046.2211387
Europe,Estonia,member,2002.0,119.7034255,7182205.53,15834052.78621417
Europe,Finland,member,2002.0,1075.3348981,64520093.88599999,142242458.54496145
Europe,France,member,2002.0,6925.1002666,415506015.99600005,916033962.3795496
Europe,Germany,member,2002.0,15515.5373088,930932238.5279999,2052354272.4682887
Europe,Greece,member,2002.0,897.4972501,53849835.006,118718564.43711762
Europe,Hungary,member,2002.0,827.5068668,49650412.008,109460421.49700968
Europe,Ireland,member,2002.0,176.6015888,10596095.328,23360391.463387895
Europe,Italy,member,2002.0,6523.4145888,391404875.328,862900042.4504877
Europe,Latvia,member,2002.0,163.8818153,9832908.918,21677853.439213406
Europe,Lithuania,member,2002.0,262.8815834,15772895.004,34773281.137883246
Europe,Luxembourg,member,2002.0,252.7095085,15162570.51,33427745.95174169
Europe,Malta,member,2002.0,9.5642993,573857.958,1265140.2359354473
Europe,Netherlands,member,2002.0,2760.0016652,165600099.912,365085726.4466154
Europe,Poland,member,2002.0,2643.4962201,158609773.206,349674694.0564456
Europe,Portugal,member,2002.0,838.0986973,50285921.838,110861480.84463573
Europe,Romania,member,2002.0,738.2578924,44295473.54399999,97654803.02066058
Europe,Slovakia,member,2002.0,300.008801,18000528.06,39684371.36632169
Europe,Slovenia,member,2002.0,200.8092839,12048557.034,26562521.39780634
Europe,Spain,member,2002.0,4026.115777,241566946.61999997,532563955.20968336
Europe,Sweden,member,2002.0,1463.3086126,87798516.75600001,193562596.2051539
Asia & Oceania,Japan,member,2002.0,7307.4569309,438447415.854,966611091.4834027
Europe,Norway,member,2002.0,697.9739946,41878439.676,92326155.47749019
Europe,Russian Federation,member,2002.0,3504.0152149,210240912.894,463501872.60450774
Europe,Switzerland,member,2002.0,1216.7448369,73004690.214,160947791.54693574
Africa,Tunisia,member,2002.0,235.5659343,14133956.058000002,31160039.261700656
Europe,United Kingdom,member,2002.0,2971.3182038,178279092.228,393038119.7287313
North America,United States of America,member,2002.0,21638.914035,1298334842.1,2862338363.6297073
Europe,Austria,member,2003.0,1336.0595881,80163575.28599998,176730431.52389115
Europe,Belgium,member,2003.0,3817.6140246,229056841.476,504983894.40749896
Europe,Bulgaria,member,2003.0,400.3609976,24021659.856,52958694.73292361
Europe,Croatia,member,2003.0,392.5739971,23554439.825999998,51928650.88540417
Europe,Cyprus,member,2003.0,58.7975968,3527855.808,7777590.72094171
Europe,Czechia,member,2003.0,974.0662495,58443974.97,128846909.32969718
Europe,Denmark,member,2003.0,1001.5821907,60094931.441999994,132486645.31555803
Europe,Estonia,member,2003.0,133.8062641,8028375.846,17699539.006805733
Europe,Finland,member,2003.0,1104.7972988,66287837.928,146139667.04959524
Europe,France,member,2003.0,6651.823961,399109437.66,879885694.8590684
Europe,Germany,member,2003.0,15727.0025165,943620150.99,2080326331.3060668
Europe,Greece,member,2003.0,997.9742325,59878453.949999996,132009394.13957348
Europe,Hungary,member,2003.0,863.7699913,51826199.478,114257211.77370946
Europe,Ireland,member,2003.0,226.7229865,13603379.19,29990317.495877527
Europe,Italy,member,2003.0,6929.1902911,415751417.466,916574980.0117469
Europe,Latvia,member,2003.0,185.9201579,11155209.474,24593027.15785584
Europe,Lithuania,member,2003.0,220.6585037,13239510.222,29188123.737635516
Europe,Luxembourg,member,2003.0,288.762576,17325754.56,38196750.44359679
Europe,Malta,member,2003.0,10.6619765,639718.59,1410338.0751319851
Europe,Netherlands,member,2003.0,3175.5388563,190532331.37800002,420051887.9497594
Europe,Poland,member,2003.0,2664.3447882,159860687.292,352432487.548432
Europe,Portugal,member,2003.0,833.9013876,50034083.256,110306271.8097039
Europe,Romania,member,2003.0,755.3403496,45320420.975999996,99914425.31545486
Europe,Slovakia,member,2003.0,302.836118,18170167.080000002,40058361.38736216
Europe,Slovenia,member,2003.0,177.060697,10623641.82,23421121.082803708
Europe,Spain,member,2003.0,4135.6172809,248137036.854,547048524.7671555
Europe,Sweden,member,2003.0,1434.9268933,86095613.598,189808337.38020727
Asia & Oceania,Japan,member,2003.0,6922.5729317,415354375.90199995,915699653.1979376
Europe,Norway,member,2003.0,690.6792804,41440756.824,91361229.96077517
Europe,Russian Federation,member,2003.0,3772.2875457,226337252.742,498988227.5623942
Europe,Switzerland,member,2003.0,1321.8698947,79312193.68200001,174853456.37988588
Africa,Tunisia,member,2003.0,123.1478844,7388873.063999999,16289676.706872521
Europe,United Kingdom,member,2003.0,3002.0182301,180121093.806,397099038.0770735
North America,United States of America,member,2003.0,22760.1962049,1365611772.294,3010658605.864023
Europe,Austria,member,2004.0,1538.1561912,92289371.472,203463236.10348925
Europe,Belgium,member,2004.0,3968.3045651,238098273.90600002,524916840.8766052
Europe,Bulgaria,member,2004.0,366.8488919,22010933.514,48525801.95300071
Europe,Croatia,member,2004.0,388.3918396,23303510.376000002,51375446.143445805
Europe,Cyprus,member,2004.0,59.3537956,3561227.736,7851163.22834526
Europe,Czechia,member,2004.0,928.8746985,55732481.910000004,122869090.3906319
Europe,Denmark,member,2004.0,1119.4503873,67167023.238,148077938.87281945
Europe,Estonia,member,2004.0,175.7325059,10543950.354,23245431.474091716
Europe,Finland,member,2004.0,1151.9831992,69118991.95199999,152381293.25684726
Europe,France,member,2004.0,5940.1294572,356407767.432,785744626.6836408
Europe,Germany,member,2004.0,17356.0713008,1041364278.048,2295815244.971114
Europe,Greece,member,2004.0,941.794948,56507696.879999995,124578146.85029066
Europe,Hungary,member,2004.0,977.4179388,58645076.328,129290261.93282874
Europe,Ireland,member,2004.0,263.6446817,15818680.901999997,34874221.76437575
Europe,Italy,member,2004.0,7031.9309882,421915859.292,930165247.9124247
Europe,Latvia,member,2004.0,187.7697103,11266182.618,24837681.06153606
Europe,Lithuania,member,2004.0,256.3850971,15383105.826,33913943.09831213
Europe,Luxembourg,member,2004.0,315.8023149,18948138.894,41773495.64766824
Europe,Malta,member,2004.0,15.60263,936157.7999999999,2063874.6635013279
Europe,Netherlands,member,2004.0,3159.0269523,189541617.138,417867736.9244665
Europe,Poland,member,2004.0,2686.8161203,161208967.218,355404935.97387785
Europe,Portugal,member,2004.0,838.3407515,50300445.09,110893499.13453777
Europe,Romania,member,2004.0,828.316139,49698968.339999996,109567469.88497093
Europe,Slovakia,member,2004.0,298.0047839,17880287.033999998,39419285.28032763
Europe,Slovenia,member,2004.0,196.1821037,11770926.222000001,25950450.22914856
Europe,Spain,member,2004.0,4173.4740747,250408444.482,552056121.407287
Europe,Sweden,member,2004.0,1495.2265968,89713595.808,197784622.80582413
Asia & Oceania,Japan,member,2004.0,7253.9149388,435234896.32799995,959528698.2632482
Europe,Norway,member,2004.0,716.106549,42966392.94,94724681.85482013
Europe,Russian Federation,member,2004.0,3205.3914512,192323487.072,424000710.3120072
Europe,Switzerland,member,2004.0,1236.2954943,74177729.65799999,163533900.84150046
Africa,Tunisia,member,2004.0,263.9106944,15834641.664000003,34909409.221342936
Europe,United Kingdom,member,2004.0,3328.6803854,199720823.124,440309044.713673
North America,United States of America,member,2004.0,23183.9535285,1391037211.7099998,3066712104.7710133
Europe,Austria,member,2005.0,1576.5789304,94594735.824,208545694.505515
Europe,Belgium,member,2005.0,4063.2250758,243793504.548,537472675.1866117
Europe,Bulgaria,member,2005.0,440.5141695,26430850.169999998,58270050.19950991
Europe,Croatia,member,2005.0,391.5995398,23495972.388,51799752.24894777
Europe,Cyprus,member,2005.0,80.0981044,4805886.2639999995,10595165.57565258
Europe,Czechia,member,2005.0,1063.4138261,63804829.566,140665570.64448732
Europe,Denmark,member,2005.0,993.3597532,59601585.192,131399003.01240318
Europe,Estonia,member,2005.0,221.1360714,13268164.284,29251295.13092861
Europe,Finland,member,2005.0,1156.4411936,69386471.616,152970984.97498652
Europe,France,member,2005.0,5714.0085755,342840514.53000003,755833954.0195317
Europe,Germany,member,2005.0,16716.0487482,1002962924.892,2211154753.0937457
Europe,Greece,member,2005.0,930.5928816,55835572.896000005,123096367.11047633
Europe,Hungary,member,2005.0,851.7228942,51103373.652,112663653.60605246
Europe,Ireland,member,2005.0,251.2797772,15076786.632000001,33238624.873712875
Europe,Italy,member,2005.0,7268.6127576,436116765.45600003,961472886.8923483
Europe,Latvia,member,2005.0,191.0852159,11465112.954,25276247.380453877
Europe,Lithuania,member,2005.0,283.766579,17025994.74,37535893.16330311
Europe,Luxembourg,member,2005.0,330.7952253,19847713.518000003,43756718.21378086
Europe,Malta,member,2005.0,16.3020906,978125.436,2156397.4632124943
Europe,Netherlands,member,2005.0,2988.0150659,179280903.95400003,395246736.52270555
Europe,Poland,member,2005.0,2791.5043949,167490263.694,369252824.2794142
Europe,Portugal,member,2005.0,831.216247,49872974.82,109951088.50712743
Europe,Romania,member,2005.0,874.3634689,52461808.134,115658488.99537075
Europe,Slovakia,member,2005.0,307.6241833,18457450.998000003,40691714.01187867
Europe,Slovenia,member,2005.0,190.8816912,11452901.472,25249325.670990363
Europe,Spain,member,2005.0,4356.0820322,261364921.932,576211019.4493464
Europe,Sweden,member,2005.0,1693.0028646,101580171.876,223945944.84924075
Asia & Oceania,Japan,member,2005.0,7407.8339939,444470039.634,979888704.1116825
Europe,Norway,member,2005.0,753.0594269,45183565.614,99612710.88846819
Europe,Russian Federation,member,2005.0,3335.8034788,200148208.72800002,441251268.68450445
Europe,Switzerland,member,2005.0,1641.0493279,98462959.674,217073668.31160468
Africa,Tunisia,member,2005.0,189.9735264,11398411.584,25129196.031243492
Europe,United Kingdom,member,2005.0,3433.3041887,205998251.322,454148404.9260229
North America,United States of America,member,2005.0,23041.5158603,1382490951.618,3047870826.4399767
Europe,Austria,member,2006.0,1600.652025,96039121.50000001,211730019.84150073
Europe,Belgium,member,2006.0,4604.6839771,276281038.62600005,609095427.7430934
Europe,Bulgaria,member,2006.0,434.5516861,26073101.166,57481348.652347215
Europe,Croatia,member,2006.0,404.1215639,24247293.834,53456132.50508042
Europe,Cyprus,member,2006.0,73.8042354,4428254.124,9762629.217070954
Europe,Czechia,member,2006.0,940.4783432,56428700.592,124403989.84672369
Europe,Denmark,member,2006.0,1004.1628306,60249769.835999995,132828005.54170136
Europe,Estonia,member,2006.0,254.4241989,15265451.933999998,33654560.66646023
Europe,Finland,member,2006.0,1167.9794743,70078768.45799999,154497238.253895
Europe,France,member,2006.0,6190.5316213,371431897.278,818867163.2157443
Europe,Germany,member,2006.0,18542.8432739,1112570596.434,2452798305.3035436
Europe,Greece,member,2006.0,897.1270418,53827622.508,118669594.26153904
Europe,Hungary,member,2006.0,900.5479963,54032879.778,119122109.0822802
Europe,Ireland,member,2006.0,252.243941,15134636.46,33366161.913191807
Europe,Italy,member,2006.0,7547.5259722,452851558.33199996,998366789.8387519
Europe,Latvia,member,2006.0,220.5149361,13230896.166,29169132.994912032
Europe,Lithuania,member,2006.0,316.6480403,18998882.417999998,41885365.96859102
Europe,Luxembourg,member,2006.0,335.5344162,20132064.972000003,44383605.86182519
Europe,Malta,member,2006.0,28.8739154,1732434.924,3819365.224333386
Europe,Netherlands,member,2006.0,3292.8052493,197568314.95799997,435563576.5171925
Europe,Poland,member,2006.0,2653.6604533,159219627.198,351019191.96323436
Europe,Portugal,member,2006.0,861.681076,51700864.56,113980895.57817896
Europe,Romania,member,2006.0,854.2594041,51255564.24599999,112999176.43241762
Europe,Slovakia,member,2006.0,347.1733412,20830400.472,45923172.10276612
Europe,Slovenia,member,2006.0,186.6595548,11199573.287999999,24690832.625791784
Europe,Spain,member,2006.0,4538.3597705,272301586.23,600322236.9682965
Europe,Sweden,member,2006.0,1820.4821677,109228930.062,240808570.17515674
Asia & Oceania,Japan,member,2006.0,7631.5520665,457893123.99,1009481539.537921
Europe,Norway,member,2006.0,731.1092265,43866553.589999996,96709196.38710932
Europe,Russian Federation,member,2006.0,3465.1402007,207908412.042,458359588.46070415
Europe,Switzerland,member,2006.0,1502.6202816,90157216.89600001,198762639.89195865
Africa,Tunisia,member,2006.0,209.4635923,12567815.537999999,27707290.442312725
Europe,United Kingdom,member,2006.0,4045.7886348,242747318.088,535166228.85022247
North America,United States of America,member,2006.0,23708.762276,1422525736.56,3136132418.9840093
Europe,Austria,member,2007.0,1968.1126993,118086761.958,260336746.7536228
Europe,Belgium,member,2007.0,4013.653412,240819204.72,530915466.5016383
Europe,Bulgaria,member,2007.0,393.3613084,23601678.504,52032794.34354927
Europe,Croatia,member,2007.0,413.7646766,24825880.595999997,54731697.96928856
Europe,Cyprus,member,2007.0,71.4217923,4285307.538,9447485.939859128
Europe,Czechia,member,2007.0,1037.0786611,62224719.66600001,137182024.61393818
Europe,Denmark,member,2007.0,995.1983116,59711898.696,131642202.65881713
Europe,Estonia,member,2007.0,277.1065846,16626395.076,36654926.70436505
Europe,Finland,member,2007.0,1207.0293039,72421758.23400001,159662646.51682794
Europe,France,member,2007.0,6420.2704654,385216227.924,849256410.3849761
Europe,Germany,member,2007.0,19564.0533021,1173843198.1260002,2587881269.0933313
Europe,Greece,member,2007.0,1080.8867376,64853204.256000005,142976841.20223632
Europe,Hungary,member,2007.0,893.5887951,53615327.706,118201564.33854866
Europe,Ireland,member,2007.0,266.460501,15987630.060000002,35246690.90004508
Europe,Italy,member,2007.0,8028.4634618,481707807.708,1061983929.9948267
Europe,Latvia,member,2007.0,150.6349888,9038099.328,19925598.237036083
Europe,Lithuania,member,2007.0,335.5472118,20132832.708,44385298.4299784
Europe,Luxembourg,member,2007.0,359.567489,21574049.34,47562637.219872065
Europe,Malta,member,2007.0,15.9168353,955010.118,2105436.910238438
Europe,Netherlands,member,2007.0,3531.0194162,211861164.972,467073916.988766
Europe,Poland,member,2007.0,2263.6697769,135820186.61400002,299432255.913113
Europe,Portugal,member,2007.0,911.2966055,54677796.330000006,120543906.70202492
Europe,Romania,member,2007.0,839.7552358,50385314.148,111080603.37969966
Europe,Slovakia,member,2007.0,508.2651246,30495907.476,67231967.49543414
Europe,Slovenia,member,2007.0,204.5546386,12273278.316,27057947.019714672
Europe,Spain,member,2007.0,4874.7485723,292484914.338,644818858.6994143
Europe,Sweden,member,2007.0,1769.6684756,106180108.536,234087069.2689539
Asia & Oceania,Japan,member,2007.0,7086.223924,425173435.44,937346973.9807045
Europe,Norway,member,2007.0,779.8934161,46793604.966,103162240.0659561
Europe,Russian Federation,member,2007.0,4317.8989966,259073939.796,571160268.4060665
Europe,Switzerland,member,2007.0,1823.1084053,109386504.318,241155961.94455552
Africa,Tunisia,member,2007.0,253.4181323,15205087.938,33521480.83533337
Europe,United Kingdom,member,2007.0,3780.5481201,226832887.206,500080914.51389706
North America,United States of America,member,2007.0,24219.2816408,1453156898.448,3203662571.415844
Europe,Austria,member,2008.0,1901.0666958,114064001.748,251468078.59237874
Europe,Belgium,member,2008.0,6792.086621,407525197.26,898439268.8532796
Europe,Bulgaria,member,2008.0,517.2056848,31032341.088,68414601.17157005
Europe,Croatia,member,2008.0,405.3261764,24319570.584,53615475.46316421
Europe,Cyprus,member,2008.0,77.5144181,4650865.086,10253402.379767947
Europe,Czechia,member,2008.0,1037.3267569,62239605.414,137214842.07072213
Europe,Denmark,member,2008.0,900.3654349,54021926.094,119097960.3427412
Europe,Estonia,member,2008.0,334.3833741,20063002.446000002,44231349.05468349
Europe,Finland,member,2008.0,1284.7945526,77087673.156,169949228.1054966
Europe,France,member,2008.0,6251.7391243,375104347.458,826963529.9601893
Europe,Germany,member,2008.0,19876.2373203,1192574239.218,2629176146.0155563
Europe,Greece,member,2008.0,1056.0362867,63362177.20199999,139689689.22919753
Europe,Hungary,member,2008.0,810.7674443,48646046.658,107246174.92579739
Europe,Ireland,member,2008.0,127.4225179,7645351.074,16855113.929725595
Europe,Italy,member,2008.0,8172.1041052,490326246.31200004,1080984334.7062304
Europe,Latvia,member,2008.0,154.2490378,9254942.268,20403655.087948542
Europe,Lithuania,member,2008.0,390.4983777,23429902.662,51654093.43638874
Europe,Luxembourg,member,2008.0,351.4133229,21084799.374,46484025.677089125
Europe,Malta,member,2008.0,23.0189032,1381134.192,3044879.6834937213
Europe,Netherlands,member,2008.0,2304.4434678,138266608.068,304825691.9931805
Europe,Poland,member,2008.0,2460.3447509,147620685.054,325447901.72304255
Europe,Portugal,member,2008.0,885.0714718,53104288.308000006,117074915.32106127
Europe,Romania,member,2008.0,826.1034899,49566209.394,109274786.50936638
Europe,Slovakia,member,2008.0,610.5763029,36634578.174,80765419.78433268
Europe,Slovenia,member,2008.0,205.0569858,12303419.148,27124396.179783255
Europe,Spain,member,2008.0,4863.7677611,291826065.666,643366346.0127472
Europe,Sweden,member,2008.0,1804.1263654,108247581.924,238645067.87021154
Asia & Oceania,Japan,member,2008.0,7060.0324058,423601944.348,933882429.1692455
Europe,Norway,member,2008.0,721.8867359,43313204.154,95489269.70271578
Europe,Russian Federation,member,2008.0,4053.18973,243191383.8,536145226.16448563
Europe,Switzerland,member,2008.0,1977.6881329,118661287.974,261603359.8053378
Africa,Tunisia,member,2008.0,317.612091,19056725.46,42012888.04750085
Europe,United Kingdom,member,2008.0,3967.4576895,238047461.37,524804818.410266
North America,United States of America,member,2008.0,24277.0043402,1456620260.412,3211297977.549333
Europe,Austria,member,2009.0,1309.234032,78554041.92,173182017.8545852
Europe,Belgium,member,2009.0,5915.5005882,354930035.29199994,782486784.9787619
Europe,Bulgaria,member,2009.0,522.9957876,31379747.255999997,69180500.66851306
Europe,Croatia,member,2009.0,394.0485164,23642910.983999997,52123696.40171224
Europe,Cyprus,member,2009.0,71.7398673,4304392.038,9489560.060285823
Europe,Czechia,member,2009.0,930.025889,55801553.339999996,123021366.82773341
Europe,Denmark,member,2009.0,859.8465934,51590795.604,113738235.06781794
Europe,Estonia,member,2009.0,357.2725337,21436352.022,47259066.59764119
Europe,Finland,member,2009.0,1243.2638329,74595829.97399999,164455654.2563567
Europe,France,member,2009.0,6669.7282046,400183692.27599996,882254020.8871286
Europe,Germany,member,2009.0,19415.6654721,1164939928.326,2568252919.083817
Europe,Greece,member,2009.0,1046.0177255,62761063.53,138364460.429603
Europe,Hungary,member,2009.0,703.9380789,42236284.734000005,93115068.78747422
Europe,Ireland,member,2009.0,142.0139971,8520839.826000001,18785236.237560023
Europe,Italy,member,2009.0,8078.1685675,484690114.05,1068558790.0216866
Europe,Latvia,member,2009.0,131.9782402,7918694.4120000005,17457732.836212385
Europe,Lithuania,member,2009.0,410.9345791,24656074.746000003,54357340.1510561
Europe,Luxembourg,member,2009.0,329.9509344,19797056.064,43645037.64472712
Europe,Malta,member,2009.0,14.217842,853070.5199999999,1880698.5664253426
Europe,Netherlands,member,2009.0,2502.132848,150127970.88000003,330975520.7744861
Europe,Poland,member,2009.0,3161.536735,189692204.10000002,418199724.3474474
Europe,Portugal,member,2009.0,886.7256047,53203536.282,117293719.64971444
Europe,Romania,member,2009.0,811.4623014,48687738.084,107338088.78669417
Europe,Slovakia,member,2009.0,458.3967628,27503805.768,60635512.383101314
Europe,Slovenia,member,2009.0,210.2408723,12614452.338000001,27810106.986603424
Europe,Spain,member,2009.0,4811.2844156,288677064.936,636423987.767167
Europe,Sweden,member,2009.0,1658.6543175,99519259.05,219402409.81138033
Asia & Oceania,Japan,member,2009.0,7089.7017574,425382105.444,937807012.5920244
Europe,Norway,member,2009.0,724.4068942,43464413.651999995,95822629.58264516
Europe,Russian Federation,member,2009.0,3553.1612896,213189677.37600002,470002785.4880328
Europe,Switzerland,member,2009.0,2101.0004279,126060025.674,277914784.3118922
Africa,Tunisia,member,2009.0,288.7988684,17327932.104,38201551.106359266
Europe,United Kingdom,member,2009.0,4130.9076273,247854457.638,546425544.2350973
North America,United States of America,member,2009.0,23578.0649485,1414683896.91,3118844121.8946996
Europe,Austria,member,2010.0,1369.2002988,82152017.928,181114197.15469557
Europe,Belgium,member,2010.0,5923.7299927,355423799.56200004,783575348.8582654
