region,country,ico_member,calendar_year,imports_1k_bags,imports_kg,imports_lb
Europe,Bulgaria,member,2010.0,528.3720815,31702324.890000004,69891662.61773232
Europe,Croatia,member,2010.0,393.825469,23629528.14,52094192.281085156
Europe,Cyprus,member,2010.0,76.7284479,4603706.874,10149436.318786748
Europe,Czechia,member,2010.0,950.7219282,57043315.692,125758984.19991429
Europe,Denmark,member,2010.0,1014.6408946,60878453.676,134214016.15735689
Europe,Estonia,member,2010.0,262.8701871,15772211.226,34771773.66543613
Europe,Finland,member,2010.0,1273.7434428,76424606.56799999,168487416.50579888
Europe,France,member,2010.0,6717.2418889,403034513.334,888539005.4824419
Europe,Germany,member,2010.0,20602.955791,1236177347.46,2725304544.8288436
Europe,Greece,member,2010.0,1061.3275425,63679652.55,140389602.56327802
Europe,Hungary,member,2010.0,726.8896947,43613381.682,96151047.8715156
Europe,Ireland,member,2010.0,164.7366941,9884201.646,21790934.547698606
Europe,Italy,member,2010.0,8235.9621708,494157730.24799997,1089431310.8667908
Europe,Latvia,member,2010.0,137.6645663,8259873.977999998,18209905.025528945
Europe,Lithuania,member,2010.0,376.0536971,22563221.826,49743389.25941927
Europe,Luxembourg,member,2010.0,348.8748621,20932491.726,46148244.79082755
Europe,Malta,member,2010.0,12.176685,730601.1000000001,1610699.7126084943
Europe,Netherlands,member,2010.0,2582.6607653,154959645.918,341627540.8646888
Europe,Poland,member,2010.0,3278.9140979,196734845.87399998,433726091.7199935
Europe,Portugal,member,2010.0,1010.4420398,60626522.388000004,133658602.74068029
Europe,Romania,member,2010.0,838.8552395,50331314.370000005,110961554.24754599
Europe,Slovakia,member,2010.0,654.8483112,39290898.672,86621604.04510732
Europe,Slovenia,member,2010.0,217.5864811,13055188.865999999,28781764.706507847
Europe,Spain,member,2010.0,5034.4030716,302064184.29599994,665937533.949629
Europe,Sweden,member,2010.0,1726.6798355,103600790.13,228400645.56213218
Asia & Oceania,Japan,member,2010.0,7407.0803259,444424819.554,979789010.9003527
Europe,Norway,member,2010.0,759.353092,45561185.519999996,100445220.27569665
Europe,Russian Federation,member,2010.0,4155.2569235,249315415.41,549646404.7888161
Europe,Switzerland,member,2010.0,2317.6060297,139056361.782,306566800.896755
Africa,Tunisia,member,2010.0,304.0903304,18245419.824,40224265.28914085
Europe,United Kingdom,member,2010.0,4301.908141,258114488.45999998,569045040.2861568
North America,United States of America,member,2010.0,24378.013044,1462680782.6399999,3224659141.9534063
Europe,Austria,member,2011.0,1452.4929051,87149574.306,192131922.9996051
Europe,Belgium,member,2011.0,5828.442382,349706542.92,770970955.53039
Europe,Bulgaria,member,2011.0,481.5102089,28890612.534,63692897.95155956
Europe,Croatia,member,2011.0,390.8739587,23452437.522,51703774.29852496
Europe,Cyprus,member,2011.0,82.0787537,4924725.221999999,10857160.630816462
Europe,Czechia,member,2011.0,952.3665949,57141995.694,125976536.36464769
Europe,Denmark,member,2011.0,908.8697406,54532184.436000004,120222887.4265021
Europe,Estonia,member,2011.0,166.8557318,10011343.908,22071235.254696984
Europe,Finland,member,2011.0,1286.5150648,77190903.88799998,170176812.91253388
Europe,France,member,2011.0,6991.820108,419509206.48,924859486.6801506
Europe,Germany,member,2011.0,20926.4045801,1255584274.806,2768089495.876435
Europe,Greece,member,2011.0,1154.5258226,69271549.356,152717624.76083642
Europe,Hungary,member,2011.0,639.6242626,38377455.756,84607807.12872508
Europe,Ireland,member,2011.0,210.4429221,12626575.326,27836833.600192636
Europe,Italy,member,2011.0,8355.3425742,501320554.45199996,1105222635.1432638
Europe,Latvia,member,2011.0,141.2808683,8476852.098,18688259.89732743
Europe,Lithuania,member,2011.0,288.8753765,17332522.59,38211671.39564015
Europe,Luxembourg,member,2011.0,325.5287339,19531724.033999998,43060080.649087735
Europe,Malta,member,2011.0,16.9565037,1017390.2219999998,2242961.4986701934
Europe,Netherlands,member,2011.0,2678.3343271,160700059.626,354282986.7841234
Europe,Poland,member,2011.0,3403.8193109,204229158.65399998,450248223.21000105
Europe,Portugal,member,2011.0,1057.7339554,63464037.32400001,139914252.35842314
Europe,Romania,member,2011.0,844.1848875,50651093.25,111666546.00038384
Europe,Slovakia,member,2011.0,777.2147213,46632883.278,102807909.39676937
Europe,Slovenia,member,2011.0,222.9886267,13379317.602,29496346.250285096
Europe,Spain,member,2011.0,4820.9077122,289254462.732,637696932.0100349
Europe,Sweden,member,2011.0,1646.7261696,98803570.17600001,217824585.92955363
Asia & Oceania,Japan,member,2011.0,7543.8558918,452631353.508,997881321.3023212
Europe,Norway,member,2011.0,794.9170203,47695021.217999995,105149522.72681853
Europe,Russian Federation,member,2011.0,4217.6827922,253060967.532,557903933.7282956
Europe,Switzerland,member,2011.0,2497.9141443,149874848.658,330417481.7977719
Africa,Tunisia,member,2011.0,428.7820528,25726923.167999998,56718156.80676966
Europe,United Kingdom,member,2011.0,4183.2298796,250993792.77599996,553346593.4979006
North America,United States of America,member,2011.0,26093.3947573,1565603685.438,3451565301.7683463
Europe,Austria,member,2012.0,1558.6093658,93516561.948,206168727.9881977
Europe,Belgium,member,2012.0,5668.2318442,340093910.65199995,749778728.9768318
Europe,Bulgaria,member,2012.0,559.8250658,33589503.948,74052180.26048069
Europe,Croatia,member,2012.0,384.4903604,23069421.624,50859368.78526597
Europe,Cyprus,member,2012.0,83.8774691,5032648.146,11095089.950483061
Europe,Czechia,member,2012.0,1126.6229015,67597374.08999999,149026700.09647104
Europe,Denmark,member,2012.0,913.0989936,54785939.616,120782321.8367417
Europe,Estonia,member,2012.0,157.2347896,9434087.376,20798602.445639107
Europe,Finland,member,2012.0,1237.8330405,74269982.42999999,163737283.38958
Europe,France,member,2012.0,6841.1355565,410468133.39,904927332.4201373
Europe,Germany,member,2012.0,21816.2120076,1308972720.4559999,2885790870.9018335
Europe,Greece,member,2012.0,1243.663331,74619799.86,164508498.80927545
Europe,Hungary,member,2012.0,747.9277087,44875662.52200001,98933900.76650745
Europe,Ireland,member,2012.0,252.0045146,15120270.876,33334491.221729316
Europe,Italy,member,2012.0,8690.8697162,521452182.9720001,1149605278.7931368
Europe,Latvia,member,2012.0,156.9856449,9419138.694,20765646.243135065
Europe,Lithuania,member,2012.0,336.6761214,20200567.284,44534627.60850942
Europe,Luxembourg,member,2012.0,322.7530169,19365181.014,42692916.13968452
Europe,Malta,member,2012.0,21.2989369,1277936.2140000002,2817367.086665743
Europe,Netherlands,member,2012.0,2729.7607877,163785647.26200002,361085543.0881498
Europe,Poland,member,2012.0,3542.745725,212564743.5,468625042.1278427
Europe,Portugal,member,2012.0,1075.842247,64550534.82,142309569.31668812
Europe,Romania,member,2012.0,902.8725244,54172351.464,119429591.51634337
Europe,Slovakia,member,2012.0,771.6301858,46297811.148,102069201.79901992
Europe,Slovenia,member,2012.0,220.8954987,13253729.922,29219472.80993144
Europe,Spain,member,2012.0,5094.0200696,305641204.176,673823512.8958843
Europe,Sweden,member,2012.0,1679.734595,100784075.7,222190853.21046287
Asia & Oceania,Japan,member,2012.0,7024.8599398,421491596.388,929229908.3166546
Europe,Norway,member,2012.0,735.4431612,44126589.672,97282477.81598377
Europe,Russian Federation,member,2012.0,4174.7446231,250484677.38600004,552224186.1919748
Europe,Switzerland,member,2012.0,2477.957193,148677431.57999998,327777629.01982355
Africa,Tunisia,member,2012.0,438.9237008,26335422.048,58059667.20298806
Europe,United Kingdom,member,2012.0,4126.0536807,247563220.842,545783477.0063206
North America,United States of America,member,2012.0,26056.1625744,1563369754.464,3446640327.0074143
Europe,Austria,member,2013.0,1554.9269506,93295617.03600001,205681627.8370199
Europe,Belgium,member,2013.0,5502.1436397,330128618.382,727809020.205043
Europe,Bulgaria,member,2013.0,609.4866685,36569200.10999999,80621285.82546549
Europe,Croatia,member,2013.0,412.8494215,24770965.29,54610630.443395145
Europe,Cyprus,member,2013.0,93.7661831,5625970.9860000005,12403142.90560735
Europe,Czechia,member,2013.0,1183.8822421,71032934.526,156600814.35240948
Europe,Denmark,member,2013.0,921.1789153,55270734.918,121851112.5264975
Europe,Estonia,member,2013.0,156.214012,9372840.719999999,20663576.682308838
Europe,Finland,member,2013.0,1275.4679654,76528077.924,168715531.79794997
Europe,France,member,2013.0,6713.1048553,402786291.318,887991769.6107271
Europe,Germany,member,2013.0,21174.3069122,1270458414.732,2800881361.237857
Europe,Greece,member,2013.0,1269.0939563,76145637.37799999,167872394.7187257
Europe,Hungary,member,2013.0,557.3970482,33443822.891999997,73731008.50884809
Europe,Ireland,member,2013.0,232.744596,13964675.76,30786840.08729634
Europe,Italy,member,2013.0,8822.5448997,529352693.98200005,1167022924.0899577
Europe,Latvia,member,2013.0,161.2889113,9677334.678000001,21334870.950332288
Europe,Lithuania,member,2013.0,362.1864369,21731186.213999998,47909064.72701925
Europe,Luxembourg,member,2013.0,378.1732517,22690395.101999998,50023758.34058364
Europe,Malta,member,2013.0,21.8973088,1313838.5280000002,2896518.140286905
Europe,Netherlands,member,2013.0,3406.7949082,204407694.49199998,450641827.3572668
Europe,Poland,member,2013.0,3284.3826312,197062957.872,434449454.8532848
Europe,Portugal,member,2013.0,1062.6816116,63760896.695999995,140568715.2454425
Europe,Romania,member,2013.0,971.4770729,58288624.374,128504419.8914377
Europe,Slovakia,member,2013.0,798.425339,47905520.34,105613593.8530593
Europe,Slovenia,member,2013.0,257.9152003,15474912.017999997,34116341.106021225
Europe,Spain,member,2013.0,5136.9432641,308216595.846,679501279.6316904
Europe,Sweden,member,2013.0,1709.3890993,102563345.95799999,226113472.67163453
Asia & Oceania,Japan,member,2013.0,8381.262867,502875772.02,1108651302.9755752
Europe,Norway,member,2013.0,781.4842885,46889057.31,103372676.46284711
Europe,Russian Federation,member,2013.0,4410.1934609,264611607.654,583368736.238105
Europe,Switzerland,member,2013.0,2666.7506995,160005041.97,352750735.13712066
Africa,Tunisia,member,2013.0,438.9672683,26338036.098,58065430.196752705
Europe,United Kingdom,member,2013.0,4206.0909254,252365455.524,556370592.2216904
North America,United States of America,member,2013.0,27015.5401601,1620932409.6060002,3573544258.707218
Europe,Austria,member,2014.0,1525.0810799,91504864.794,201733694.93417805
Europe,Belgium,member,2014.0,5211.7492738,312704956.42800003,689396420.9057875
Europe,Bulgaria,member,2014.0,620.7089657,37242537.942,82105741.64204015
Europe,Croatia,member,2014.0,419.6735498,25180412.987999998,55513308.10087035
Europe,Cyprus,member,2014.0,94.3881005,5663286.029999999,12485408.495745076
Europe,Czechia,member,2014.0,1822.6907791,109361446.746,241100719.4544757
Europe,Denmark,member,2014.0,853.4238792,51205432.752,112888655.4066781
Europe,Estonia,member,2014.0,130.8537127,7851222.761999999,17308983.310288835
Europe,Finland,member,2014.0,1213.0553801,72783322.80600001,160459759.95151865
Europe,France,member,2014.0,7112.3061337,426738368.022,940797059.7526519
Europe,Germany,member,2014.0,22077.6936639,1324661619.834,2920378973.382501
Europe,Greece,member,2014.0,1233.6054064,74016324.384,163178063.12315416
Europe,Hungary,member,2014.0,833.4492506,50006955.036,110246464.32220139
Europe,Ireland,member,2014.0,291.8597102,17511582.612,38606431.17081031
Europe,Italy,member,2014.0,9349.8224226,560989345.3560001,1236769801.38866
Europe,Latvia,member,2014.0,213.3881125,12803286.750000002,28226415.60308237
Europe,Lithuania,member,2014.0,396.4783766,23788702.596,52445111.887603424
Europe,Luxembourg,member,2014.0,413.0426555,24782559.330000002,54636190.92625778
Europe,Malta,member,2014.0,24.6340662,1478043.972,3258529.1767602284
Europe,Netherlands,member,2014.0,4016.0222823,240961336.938,531228814.4047348
Europe,Poland,member,2014.0,3229.2077791,193752466.746,427151071.2274715
Europe,Portugal,member,2014.0,1059.7494969,63584969.813999996,140180862.86159378
Europe,Romania,member,2014.0,958.4832475,57508994.849999994,126785631.00616513
Europe,Slovakia,member,2014.0,918.8925842,55133555.052,121548682.69065155
Europe,Slovenia,member,2014.0,268.9250769,16135504.614000002,35572698.48698945
Europe,Spain,member,2014.0,5405.5576389,324333458.334,715032879.2659808
Europe,Sweden,member,2014.0,2198.4630628,131907783.76799999,290806884.093031
Asia & Oceania,Japan,member,2014.0,7656.9829903,459418979.418,1012845474.9321623
Europe,Norway,member,2014.0,743.1754294,44590525.764,98305281.81949966
Europe,Russian Federation,member,2014.0,4746.9496269,284816977.614,627913951.9347695
Europe,Switzerland,member,2014.0,2643.1063138,158586378.828,349623118.2814827
Africa,Tunisia,member,2014.0,460.0278903,27601673.418,60851273.61823861
Europe,United Kingdom,member,2014.0,4318.695591,259121735.46,571265639.8081473
North America,United States of America,member,2014.0,27565.4976238,1653929857.4280002,3646291178.6389146
Europe,Austria,member,2015.0,1513.3902855,90803417.13,200187267.54607978
Europe,Belgium,member,2015.0,5533.5142058,332010852.34800005,731958635.7861011
Europe,Bulgaria,member,2015.0,681.7565892,40905395.352000006,90180959.94873706
Europe,Croatia,member,2015.0,437.201445,26232086.7,57831851.757150516
Europe,Cyprus,member,2015.0,89.3048755,5358292.529999999,11813012.926127868
Europe,Czechia,member,2015.0,2067.8385692,124070314.15200001,273528221.2795354
Europe,Denmark,member,2015.0,840.7776365,50446658.19,111215843.84240857
Europe,Estonia,member,2015.0,126.2006378,7572038.268,16693486.859146694
Europe,Finland,member,2015.0,1320.8022792,79248136.752,174712235.0229216
Europe,France,member,2015.0,6808.5666402,408513998.41199994,900619202.24149
Europe,Germany,member,2015.0,21316.2117179,1278972703.0740001,2819652153.925584
Europe,Greece,member,2015.0,1209.9645243,72597871.45799999,160050909.71446523
Europe,Hungary,member,2015.0,714.2093939,42852563.634,94473731.19178306
Europe,Ireland,member,2015.0,356.5710867,21394265.202000003,47166281.04218747
Europe,Italy,member,2015.0,9328.1932718,559691596.308,1233908754.4799547
Europe,Latvia,member,2015.0,201.5931207,12095587.242,26666205.258273453
Europe,Lithuania,member,2015.0,427.7571993,25665431.958,56582591.89415874
Europe,Luxembourg,member,2015.0,376.2258486,22573550.916,49766161.004896395
Europe,Malta,member,2015.0,16.3133795,978802.7699999999,2157890.7290714425
Europe,Netherlands,member,2015.0,4176.2358257,250574149.54199997,552421438.5311179
Europe,Poland,member,2015.0,3665.6120676,219936724.05600002,484877477.2294387
Europe,Portugal,member,2015.0,1043.8569623,62631417.738000005,138078640.38373217
Europe,Romania,member,2015.0,1011.6432213,60698593.278000005,133817491.85515116
Europe,Slovakia,member,2015.0,910.3847558,54623085.348000005,120423289.63344409
Europe,Slovenia,member,2015.0,271.7857211,16307143.265999999,35951096.94197249
Europe,Spain,member,2015.0,5428.5651704,325713910.22400004,718076254.7310505
Europe,Sweden,member,2015.0,2120.5513369,127233080.214,280500926.88744
Asia & Oceania,Japan,member,2015.0,8063.3980222,483803881.332,1066604981.3233602
Europe,Norway,member,2015.0,799.7403054,47984418.324,105787534.13340406
Europe,Russian Federation,member,2015.0,4710.0381459,282602288.754,623031398.7736542
Europe,Switzerland,member,2015.0,2747.8585079,164871510.474,363479461.68955964
Africa,Tunisia,member,2015.0,458.7069518,27522417.108000003,60676543.36428826
Europe,United Kingdom,member,2015.0,4895.4072875,293724437.25000006,647551538.9515109
North America,United States of America,member,2015.0,27707.6637017,1662459822.102,3665096531.722796
Europe,Austria,member,2016.0,1494.9385599,89696313.594,197746522.04588407
Europe,Belgium,member,2016.0,6052.1701635,363130209.81,800565075.2242628
Europe,Bulgaria,member,2016.0,779.1600127,46749600.762,103065227.4023612
Europe,Croatia,member,2016.0,478.6666582,28719999.492,63316760.579583704
Europe,Cyprus,member,2016.0,93.1533074,5589198.444,12322073.327651221
Europe,Czechia,member,2016.0,1779.3512446,106761074.676,235367880.36372676
Europe,Denmark,member,2016.0,905.7896194,54347377.164,119815457.13396849
Europe,Estonia,member,2016.0,134.8026375,8088158.250000001,17831336.64705271
Europe,Finland,member,2016.0,1388.9662796,83337976.776,183728788.8595795
Europe,France,member,2016.0,6737.7827096,404266962.576,891256090.9616369
Europe,Germany,member,2016.0,22368.3907812,1342103446.872,2958831619.8368707
Europe,Greece,member,2016.0,1583.737836,95024270.16000001,209492655.61952195
Europe,Hungary,member,2016.0,725.4383182,43526299.092,95959063.62363231
Europe,Ireland,member,2016.0,402.6304702,24157828.211999997,53258894.57094133
Europe,Italy,member,2016.0,10224.1888254,613451329.524,1352428678.4725692
Europe,Latvia,member,2016.0,231.2908269,13877449.614,30594539.35260795
Europe,Lithuania,member,2016.0,499.2703906,29956223.436,66042167.852198735
Europe,Luxembourg,member,2016.0,394.3287395,23659724.369999997,52160763.57283773
Europe,Malta,member,2016.0,18.5323229,1111939.3739999998,2451406.6980461273
Europe,Netherlands,member,2016.0,4781.4501766,286887010.596,632477593.4748623
Europe,Poland,member,2016.0,3827.1689541,229630137.24600002,506247795.2310519
Europe,Portugal,member,2016.0,1128.4814182,67708885.092,149272539.7740654
Europe,Romania,member,2016.0,1133.6988825,68021932.95,149962692.16353393
Europe,Slovakia,member,2016.0,906.1834351,54371006.106,119867550.03403208
Europe,Slovenia,member,2016.0,322.870291,19372217.46,42708428.84771355
Europe,Spain,member,2016.0,5660.1469376,339608816.256,748709278.8976775
Europe,Sweden,member,2016.0,2349.8694959,140992169.754,310834526.94338375
Asia & Oceania,Japan,member,2016.0,8026.1544847,481569269.082,1061678504.605947
Europe,Norway,member,2016.0,799.1477071,47948862.426,105709146.79633307
Europe,Russian Federation,member,2016.0,5232.8811694,313972870.164,692191692.2107272
Europe,Switzerland,member,2016.0,2816.0260863,168961565.178,372496488.814602
Africa,Tunisia,member,2016.0,465.5530213,27933181.278,61582123.345715694
Europe,United Kingdom,member,2016.0,5052.2934594,303137607.564,668304027.169082
North America,United States of America,member,2016.0,28837.8378373,1730270270.2380002,3814592979.681208
Europe,Austria,member,2017.0,1459.9115324,87594691.94399999,193113239.41372433
Europe,Belgium,member,2017.0,5677.3791389,340642748.334,750988708.9462928
Europe,Bulgaria,member,2017.0,706.8825173,42412951.038,93504551.31779124
Europe,Croatia,member,2017.0,439.0744122,26344464.731999997,58079602.90869669
Europe,Cyprus,member,2017.0,99.9338742,5996032.4520000005,13218988.785025926
Europe,Czechia,member,2017.0,1506.9672190000001,90418033.14,199337641.283627
Europe,Denmark,member,2017.0,852.1933331,51131599.986,112725882.02052075
Europe,Estonia,member,2017.0,133.1481382,7988888.292000001,17612483.85197581
Europe,Finland,member,2017.0,1360.0237362,81601424.17199999,179900345.7047686
Europe,France,member,2017.0,6966.5146634,417990879.804,921512149.3428828
Europe,Germany,member,2017.0,21764.7838616,1305887031.696,2878988091.65755
Europe,Greece,member,2017.0,867.1193788,52027162.728,114700259.90081996
Europe,Hungary,member,2017.0,721.5608351,43293650.10599999,95446160.40614623
Europe,Ireland,member,2017.0,426.9155363,25614932.178,56471258.93677229
Europe,Italy,member,2017.0,10020.2733155,601216398.9300001,1325455273.7082722
Europe,Latvia,member,2017.0,228.9203402,13735220.412,30280977.636391077
Europe,Lithuania,member,2017.0,432.4523425,25947140.549999997,57203653.02885144
Europe,Luxembourg,member,2017.0,379.9285554,22795713.324,50255945.27529786
Europe,Malta,member,2017.0,16.754442,1005266.5200000001,2216233.3109804257
Europe,Netherlands,member,2017.0,5067.7405401,304064432.406,670347326.1822479
Europe,Poland,member,2017.0,3999.3185993,239959115.95800003,529019295.36013424
Europe,Portugal,member,2017.0,1093.954625,65637277.5,144705426.81314602
Europe,Romania,member,2017.0,1154.5733407,69274400.442,152723910.32952884
Europe,Slovakia,member,2017.0,723.0503587,43383021.522,95643190.65160662
Europe,Slovenia,member,2017.0,401.4388073,24086328.438,53101264.55172378
Europe,Spain,member,2017.0,5414.2292529,324853755.17399997,716179937.4495218
Europe,Sweden,member,2017.0,2306.3321627,138379929.76200002,305075523.5633193
Asia & Oceania,Japan,member,2017.0,7646.6367813,458798206.878,1011476905.7474551
Europe,Norway,member,2017.0,800.8572992,48051437.952,105935287.12140083
Europe,Russian Federation,member,2017.0,5467.7826822,328066960.932,723263843.5522673
Europe,Switzerland,member,2017.0,2903.6180834,174217085.004,384082926.7125828
Africa,Tunisia,member,2017.0,546.1558124,32769348.743999995,72244047.54431428
Europe,United Kingdom,member,2017.0,4989.0378993,299342273.95800006,659936748.8438271
North America,United States of America,member,2017.0,29487.886464,1769273187.84,3900579694.144728
Europe,Austria,member,2018.0,1429.4068315,85764409.88999999,189078158.19310984
Europe,Belgium,member,2018.0,5742.2534044,344535204.264,759570105.344125
Europe,Bulgaria,member,2018.0,737.2439834,44234639.004,97520685.81758675
Europe,Croatia,member,2018.0,445.5136108,26730816.648,58931363.082705386
Europe,Cyprus,member,2018.0,133.1795419,7990772.514,17616637.850421596
Europe,Czechia,member,2018.0,1903.1589019,114189534.114,251744830.0862367
Europe,Denmark,member,2018.0,867.9505231,52077031.38600001,114810201.47236808
Europe,Estonia,member,2018.0,147.1377814,8828266.884,19462996.88419561
Europe,Finland,member,2018.0,1284.8228208,77089369.24800001,169952967.34828854
Europe,France,member,2018.0,7624.0190207,457441141.242,1008485088.1469942
Europe,Germany,member,2018.0,22147.1814288,1328830885.728,2929570631.288921
Europe,Greece,member,2018.0,1160.0236583,69601419.498,153444863.93816248
Europe,Hungary,member,2018.0,779.2133677,46752802.06200001,103072285.06076054
Europe,Ireland,member,2018.0,439.6141118,26376846.708,58150992.9455265
Europe,Italy,member,2018.0,10639.3546185,638361277.11,1407345712.4297626
Europe,Latvia,member,2018.0,242.7429785,14564578.709999999,32109399.70178089
Europe,Lithuania,member,2018.0,441.4662257,26487973.542,58395985.67765747
Europe,Luxembourg,member,2018.0,433.3236938,25999421.628,57318913.076104954
Europe,Malta,member,2018.0,19.3776287,1162657.7219999998,2563221.515389788
Europe,Netherlands,member,2018.0,5520.4375542,331226253.25200003,730228890.8699764
Europe,Poland,member,2018.0,4325.0623313,259503739.878,572107815.3897167
Europe,Portugal,member,2018.0,1140.202501,68412150.06,150822973.63167283
Europe,Romania,member,2018.0,1174.1428318,70448569.908,155312510.89615798
Europe,Slovakia,member,2018.0,889.5169401,53371016.406,117662950.1197951
Europe,Slovenia,member,2018.0,549.6602152,32979612.912000004,72707600.68565157
Europe,Spain,member,2018.0,5673.0006739,340380040.434,750409537.1670141
Europe,Sweden,member,2018.0,2262.2141242,135732847.452,299239706.02079433
Asia & Oceania,Japan,member,2018.0,7539.9818233,452398909.39799994,997368869.7590992
Europe,Norway,member,2018.0,743.340422,44600425.32,98327106.60460353
Europe,Russian Federation,member,2018.0,5287.5415624,317252493.744,699422024.5463481
Europe,Switzerland,member,2018.0,3086.0189131,185161134.786,408210426.4366326
Africa,Tunisia,member,2018.0,532.966563,31977993.779999997,70499408.48876658
Europe,United Kingdom,member,2018.0,5687.8597414,341271584.48399997,752375055.3480198
North America,United States of America,member,2018.0,28918.207055,1735092423.3,3825224007.407716
Europe,Austria,member,2019.0,1447.5136643,86850819.85800001,191473282.18516603
Europe,Belgium,member,2019.0,6198.896527,371933791.62,819973650.835896
Europe,Bulgaria,member,2019.0,784.8967153,47093802.918000005,103824063.26196836
Europe,Croatia,member,2019.0,466.4175265,27985051.590000004,61696477.80895332
Europe,Cyprus,member,2019.0,133.2248737,7993492.422,17622634.22112775
Europe,Czechia,member,2019.0,1608.9214704,96535288.224,212823880.22544032
Europe,Denmark,member,2019.0,907.935154,54476109.24,120099262.78087582
Europe,Estonia,member,2019.0,147.848908,8870934.48,19557062.831557166
Europe,Finland,member,2019.0,1515.473931,90928435.86,200462886.66639277
Europe,France,member,2019.0,7992.9050358,479574302.14800006,1057280355.373408
Europe,Germany,member,2019.0,22431.9054319,1345914325.9139998,2967233169.9819975
Europe,Greece,member,2019.0,1246.2741298,74776447.788,164853848.3750102
Europe,Hungary,member,2019.0,772.9696635,46378179.81,102246384.36935294
Europe,Ireland,member,2019.0,438.2803679,26296822.074,57974568.82710484
Europe,Italy,member,2019.0,10913.7572243,654825433.458,1443642963.9642386
Europe,Latvia,member,2019.0,234.9406901,14096441.406,31077333.61125062
Europe,Lithuania,member,2019.0,473.6308935,28417853.61,62650642.933027685
Europe,Luxembourg,member,2019.0,402.2667298,24136003.788000003,53210779.9520821
Europe,Malta,member,2019.0,23.3711797,1402270.7820000001,3091477.8879564903
Europe,Netherlands,member,2019.0,5354.0230034,321241380.204,708216013.8720552
Europe,Poland,member,2019.0,4452.456931,267147415.85999998,588959236.3737254
Europe,Portugal,member,2019.0,1219.7647634,73185885.804,161347259.44362918
Europe,Romania,member,2019.0,1165.0612778,69903676.668,154111226.93276083
Europe,Slovakia,member,2019.0,773.4997431,46409984.586,102316501.89800541
Europe,Slovenia,member,2019.0,619.5004358,37170026.148,81945880.50063682
Europe,Spain,member,2019.0,5983.5108496,359010650.976,791483002.6267844
Europe,Sweden,member,2019.0,2347.7968201,140867809.20599997,310560358.8659972
Asia & Oceania,Japan,member,2019.0,8039.6779934,482380679.604,1063467358.5983553
Europe,Norway,member,2019.0,785.890388,47153423.28,103955503.66075642
Europe,Russian Federation,member,2019.0,5916.632578,354997954.68,782636521.5980091
Europe,Switzerland,member,2019.0,3228.3829791,193702978.746,427041968.8631613
Africa,Tunisia,member,2019.0,508.332,30499920.0,67240813.59661525
Europe,United Kingdom,member,2019.0,5554.3638794,333261832.764,734716575.510706
North America,United States of America,member,2019.0,30854.0726487,1851244358.922,4081295192.2516418
